"","NODES","EDGES","VARS","FUNCS","LOOPS","SMCC","CRT.S0","CPU.S0","TIM.S0","CRT.S10","CPU.S10","TIM.S10","CRT.S20","CPU.S20","TIM.S20","CRT.S30","CPU.S30","TIM.S30","CRT.S40","CPU.S40","TIM.S40","CRT.S50","CPU.S50","TIM.S50"
"2556",3523,3981,401,181,3,434,0,12.99522927,2000,0,14.55602714,2000,0,14.55602714,2000,0,14.55602714,2000,0,14.55602714,2000,0,14.55602714,2000
"2557",3504,3968,396,178,3,432,0,13.75855166,2000,0,13.52764305,2000,0,13.52764305,2000,0,13.52764305,2000,0,13.52764305,2000,0,13.52764305,2000
"2558",9199,11009,1344,453,38,1443,0,16.32336775,2000,0,51.13092754,2000,0,16.32336775,2000,0,37.73296777,2000,0,47.28489216,2000,0,37.73296777,2000
"2559",3911,4484,584,167,31,539,0,246.4113576,2000,0,604.8693677,2000,0,604.8693677,2000,0,604.8693677,2000,0,900.48248,2000,0,604.8693677,2000
"2560",2586,2921,305,134,20,370,0,10.50570523,2000,0,10.32408458,2000,0,10.32408458,2000,0,10.32408458,2000,0,10.32738632,2000,0,10.32408458,2000
"2561",3623,4108,471,219,16,531,1,69.44445868,69.42345868,1,64.23435891,64.21335891,1,64.23435891,64.21335891,1,64.62208693,64.60108693,1,69.44445868,69.42345868,1,64.23435891,64.21335891
"2562",10844,12781,1557,301,26,1297,1,135.358404,135.316404,1,137.883848,137.841848,1,136.8206375,136.7786375,1,136.8206375,136.7786375,1,135.7844161,135.7424161,1,135.358404,135.316404
"2563",4075,4664,470,159,5,452,1,167.4088816,167.3848816,1,75.68783475,75.66383475,1,241.421823,241.397823,1,75.68783475,75.66383475,1,75.68783475,75.66383475,1,75.68783475,75.66383475
"2564",8776,10339,1163,309,15,1091,1,159.5594286,159.5224286,1,159.5594286,159.5224286,1,164.4972405,164.4602405,1,164.4972405,164.4602405,1,166.5570176,166.5200176,1,164.4972405,164.4602405
"2565",7636,8989,1077,256,10,929,0,900.2035594,2000,0,900.4043821,2000,0,900.5092085,2000,0,900.5092085,2000,0,900.3854418,2000,0,900.5092085,2000
"2566",8036,9493,1414,405,23,1128,0,901.4895792,2000,0,901.4895792,2000,0,901.4895792,2000,0,900.9909331,2000,0,900.8447102,2000,0,900.8447102,2000
"2567",17822,21362,3064,838,60,2508,0,14.6867172,2000,0,15.69197792,2000,0,15.69197792,2000,0,15.69197792,2000,0,15.72777401,2000,0,15.69197792,2000
"2568",17777,21378,2829,879,117,2666,0,389.8558238,2000,0,224.0723364,2000,0,224.7133069,2000,0,224.0723364,2000,0,224.7133069,2000,0,224.7133069,2000
