"","NODES","EDGES","VARS","FUNCS","LOOPS","SMCC","CRT.S0","CPU.S0","TIM.S0","CRT.S10","CPU.S10","TIM.S10","CRT.S20","CPU.S20","TIM.S20","CRT.S30","CPU.S30","TIM.S30","CRT.S40","CPU.S40","TIM.S40","CRT.S50","CPU.S50","TIM.S50"
"1814",681,698,19,23,1,43,1,5.479869926,5.456869926,1,5.518311894,5.495311894,1,5.520677092,5.497677092,1,5.518311894,5.495311894,1,5.518311894,5.495311894,1,5.520677092,5.497677092
"1815",802,845,37,24,1,65,1,5.855928938,5.832928938,1,5.896371909,5.873371909,1,5.864067032,5.841067032,1,5.864067032,5.841067032,1,5.896371909,5.873371909,1,5.864067032,5.841067032
"1816",1704,1770,227,69,2,107,1,10.36302601,10.33802601,1,10.36302601,10.33802601,1,10.73639774,10.71139774,1,10.36302601,10.33802601,1,10.36302601,10.33802601,1,10.73639774,10.71139774
"1817",2132,2266,482,37,5,129,1,10.002820288,9.977820288,1,10.002820288,9.977820288,1,10.002820288,9.977820288,1,10.002820288,9.977820288,1,10.002820288,9.977820288,1,10.002820288,9.977820288
"1818",2249,2344,461,57,4,126,1,11.34050881,11.31550881,1,10.76211236,10.73711236,1,10.76211236,10.73711236,1,10.76715874,10.74215874,1,10.76211236,10.73711236,1,10.76715874,10.74215874
"1819",1561,1616,320,26,5,70,1,9.937345207,9.913345207,1,9.937345207,9.913345207,1,9.783159707,9.759159707,1,9.937345207,9.913345207,1,9.937345207,9.913345207,1,9.937345207,9.913345207
"1820",1637,1688,180,40,2,75,1,10.40084204,10.37484204,1,9.402561436,9.376561436,1,9.23988762,9.21388762,1,9.23988762,9.21388762,1,9.23988762,9.21388762,1,9.23988762,9.21388762
"1821",1502,1537,245,54,2,87,1,7.156551161,7.136551161,1,6.895639428,6.875639428,1,7.00726195,6.98726195,1,6.895639428,6.875639428,1,6.895639428,6.875639428,1,7.00726195,6.98726195
"1822",1153,1192,82,39,2,63,1,7.357392307,7.332392307,1,7.535485192,7.510485192,1,7.391813924,7.366813924,1,7.391813924,7.366813924,1,7.391813924,7.366813924,1,7.391813924,7.366813924
"1823",1215,1320,238,40,11,102,1,8.172289181,8.146289181,1,8.172289181,8.146289181,1,8.172289181,8.146289181,1,8.314549799,8.288549799,1,8.314549799,8.288549799,1,8.314549799,8.288549799
"1824",1255,1298,189,44,6,80,1,8.519830596,8.494830596,1,8.502688361,8.477688361,1,8.416833242,8.391833242,1,8.502688361,8.477688361,1,8.502688361,8.477688361,1,8.416833242,8.391833242
"1825",1487,1562,226,47,3,94,1,9.490552585,9.466552585,1,9.490552585,9.466552585,1,10.33676594,10.31276594,1,9.490552585,9.466552585,1,9.490552585,9.466552585,1,9.565669941,9.541669941
"1826",1446,1501,266,44,10,89,1,9.432268778,9.407268778,1,9.085431291,9.060431291,1,9.559923386,9.534923386,1,9.085431291,9.060431291,1,9.085431291,9.060431291,1,9.085431291,9.060431291
"1827",1061,1102,124,46,1,70,1,7.931720251,7.906720251,1,7.931720251,7.906720251,1,8.39895826,8.37395826,1,7.931720251,7.906720251,1,7.931720251,7.906720251,1,8.39895826,8.37395826
"1828",1743,1809,317,57,9,99,1,9.801953403,9.774953403,1,9.801953403,9.774953403,1,9.79154558,9.76454558,1,9.801953403,9.774953403,1,9.801953403,9.774953403,1,9.79154558,9.76454558
"1829",1120,1159,149,43,5,74,1,8.349353551,8.324353551,1,8.158103089,8.133103089,1,8.191613206,8.166613206,1,8.158103089,8.133103089,1,8.158103089,8.133103089,1,8.191613206,8.166613206
"1830",1202,1251,158,43,1,73,1,9.814821386,9.789821386,1,8.498720089,8.473720089,1,8.603363444,8.578363444,1,8.498720089,8.473720089,1,8.498720089,8.473720089,1,8.603363444,8.578363444
"1831",961,997,134,42,1,67,1,7.823358101,7.800358101,1,7.825248697,7.802248697,1,7.896125135,7.873125135,1,7.825248697,7.802248697,1,7.825248697,7.802248697,1,7.896125135,7.873125135
"1832",1273,1309,252,41,5,74,1,8.274544985,8.248544985,1,8.730744158,8.704744158,1,8.602568926,8.576568926,1,8.730744158,8.704744158,1,8.730744158,8.704744158,1,8.602568926,8.576568926
"1833",999,1029,114,42,2,67,1,8.467754153,8.443754153,1,7.677495484,7.653495484,1,7.62082702,7.59682702,1,7.677495484,7.653495484,1,7.677495484,7.653495484,1,7.62082702,7.59682702
"1834",965,994,114,41,2,65,1,8.367877928,8.342877928,1,7.789136353,7.764136353,1,7.911388829,7.886388829,1,7.789136353,7.764136353,1,7.789136353,7.764136353,1,7.911388829,7.886388829
"1835",1026,1058,119,46,2,73,1,8.300041363,8.277041363,1,7.733481053,7.710481053,1,7.859486619,7.836486619,1,7.733481053,7.710481053,1,7.733481053,7.710481053,1,7.859486619,7.836486619
"1836",835,866,71,35,1,58,1,6.986113765,6.963113765,1,7.308920454,7.285920454,1,7.035489461,7.012489461,1,7.308920454,7.285920454,1,7.308920454,7.285920454,1,7.035489461,7.012489461
"1837",988,1006,95,30,2,48,1,6.123783544,6.099783544,1,6.204981703,6.180981703,1,6.274478212,6.250478212,1,6.274478212,6.250478212,1,6.274478212,6.250478212,1,6.274478212,6.250478212
"1838",1119,1142,165,37,2,56,1,6.402751276,6.377751276,1,6.560944388,6.535944388,1,6.605821547,6.580821547,1,6.560944388,6.535944388,1,6.560944388,6.535944388,1,6.605821547,6.580821547
"1839",1038,1059,98,38,1,59,1,6.956236771,6.932236771,1,6.904246308,6.880246308,1,7.213461308,7.189461308,1,7.213461308,7.189461308,1,6.904246308,6.880246308,1,7.213461308,7.189461308
"1840",1746,1799,238,57,5,98,1,8.155915541,8.129915541,1,8.232681729,8.206681729,1,8.261667618,8.235667618,1,8.232681729,8.206681729,1,8.232681729,8.206681729,1,8.261667618,8.235667618
"1841",993,1014,57,37,2,57,1,6.09363017,6.07463017,1,5.906115604,5.887115604,1,5.968440131,5.949440131,1,5.968440131,5.949440131,1,5.968440131,5.949440131,1,5.968440131,5.949440131
"1842",935,955,38,35,1,55,1,5.794046945,5.775046945,1,5.776165584,5.757165584,1,5.690822667,5.671822667,1,5.690822667,5.671822667,1,5.690822667,5.671822667,1,5.690822667,5.671822667
"1843",1174,1204,78,39,1,63,1,5.412023829,5.397023829,1,5.544541735,5.529541735,1,5.468313091,5.453313091,1,5.468313091,5.453313091,1,5.468313091,5.453313091,1,5.468313091,5.453313091
"1844",1580,1627,151,57,1,85,1,6.652587106,6.633587106,1,6.581531703,6.562531703,1,6.588225158,6.569225158,1,6.581531703,6.562531703,1,6.581531703,6.562531703,1,6.588225158,6.569225158
