NoAffS,VL,VC,Time,Result
22,2789,8418,30.4,0
32,2789,8418,30.39,0
14,8020,23766,30.32,0
32,2789,8418,30.41,0
14,8020,23766,30.36,0
62,8020,23766,30.35,0
14,8020,23766,30.34,0
23,12,0,30.39,0
14,8020,23766,30.35,0
23,1668,7672,30.35,0
14,8020,23766,30.35,0
62,8020,23766,30.39,0
32,2789,8418,30.38,0
23,8020,23766,30.33,0
14,8020,23766,30.34,0
62,8020,23766,30.37,0
32,2789,8418,30.35,0
23,8020,23766,30.37,0
22,2789,8418,30.33,0
23,8020,23766,30.33,0
62,8020,23766,30.35,0
23,8020,23766,30.32,0
14,8020,23766,30.46,0
23,8020,23766,30.33,0
22,2789,8418,30.41,0
62,8020,23766,30.31,0
22,2789,8418,30.39,0
23,8020,23766,30.39,0
32,2789,8418,30.39,0
23,8020,23766,30.38,0
