NoAffS,VL,VC,Time,Result
25,2789,8418,30.42,0
22,2789,8418,30.41,0
23,8020,23766,30.44,0
23,8020,23766,30.36,0
22,2789,8418,30.37,0
62,8020,23766,30.42,0
23,8020,23766,30.44,0
23,8020,23766,30.33,0
23,8020,23766,30.35,0
25,2789,8418,30.48,0
23,8020,23766,30.37,0
23,8020,23766,30.35,0
23,8020,23766,30.35,0
22,2789,8418,30.4,0
23,8020,23766,30.35,0
25,2789,8418,30.42,0
23,8020,23766,30.41,0
62,8020,23766,30.37,0
23,8020,23766,30.36,0
22,2789,8418,30.39,0
25,2789,8418,30.48,0
22,8020,23766,30.35,0
25,2789,8418,30.51,0
22,8020,23766,30.38,0
22,8020,23766,30.38,0
25,2789,8418,30.48,0
23,8020,23766,30.43,0
62,8020,23766,30.4,0
22,8020,23766,30.38,0
23,8020,23766,30.39,0
