NoAffS,VL,VC,Time,Result
23,8020,23766,30.35,0
22,8020,23766,30.35,0
28,2789,8418,30.4,0
28,2789,8418,30.4,0
62,8020,23766,30.41,0
23,8020,23766,30.39,0
23,8020,23766,30.37,0
22,8020,23766,30.36,0
22,8020,23766,30.38,0
28,2789,8418,30.4,0
23,8020,23766,30.32,0
28,2789,8418,30.41,0
62,8020,23766,30.37,0
22,8020,23766,30.41,0
22,8020,23766,30.37,0
23,8020,23766,30.36,0
23,8020,23766,30.39,0
62,8020,23766,30.35,0
23,8020,23766,30.34,0
22,2789,8418,30.39,0
23,8020,23766,30.4,0
62,8020,23766,30.4,0
23,8020,23766,30.33,0
22,2789,8418,30.38,0
23,8020,23766,30.37,0
28,2789,8418,30.38,0
62,8020,23766,30.34,0
23,8020,23766,30.37,0
28,2789,8418,30.38,0
23,8020,23766,30.38,0
