NoAffS,VL,VC,Time,Result
22,8020,23766,30.39,0
28,2789,8418,30.43,0
22,2789,8418,30.47,0
22,2789,8418,30.5,0
23,8020,23766,30.36,0
22,13,0,30.36,0
23,8020,23766,30.35,0
22,12,0,30.4,0
28,2789,8418,30.46,0
23,12,0,30.63,0
22,8020,23766,30.36,0
22,1488,4564,30.27,0
22,2789,8418,30.46,0
14,8020,23766,30.36,0
23,1488,4564,30.36,0
28,2789,8418,30.41,0
28,2789,8418,30.43,0
22,12,0,30.5,0
28,2789,8418,30.47,0
22,2789,8418,30.49,0
14,8020,23766,30.34,0
28,2789,8418,30.42,0
23,8020,23766,30.38,0
23,8020,23766,30.38,0
14,8020,23766,30.35,0
28,2789,8418,30.34,0
23,8020,23766,30.36,0
23,8020,23766,30.32,0
28,2789,8418,30.45,0
28,2789,8418,30.47,0
