NoAffS,VL,VC,Time,Result
23,8020,23766,30.35,0
62,8020,23766,30.38,0
28,2789,8418,30.44,0
28,2789,8418,30.5,0
14,6835,20248,30.4,0
28,2789,8418,30.48,0
23,8020,23766,30.37,0
22,2789,8418,30.39,0
28,2789,8418,30.39,0
14,6835,20248,30.49,0
14,6835,20248,30.42,0
14,6835,20248,30.36,0
62,8020,23766,30.37,0
23,8020,23766,30.36,0
23,8020,23766,30.37,0
22,2789,8418,30.36,0
23,8020,23766,30.37,0
62,8020,23766,30.4,0
23,1709,8362,30.32,0
14,6835,20248,30.35,0
62,8020,23766,30.39,0
23,8020,23766,30.37,0
62,8020,23766,30.36,0
14,6835,20248,30.45,0
23,8020,23766,30.43,0
14,6835,20248,30.47,0
14,6835,20248,30.46,0
23,8020,23766,30.35,0
14,6835,20248,30.45,0
28,2789,8418,30.37,0
