NoAffS,VL,VC,Time,Result
25,2789,8418,30.36,0
25,2789,8418,30.41,0
23,8020,23766,30.34,0
25,2789,8418,30.42,0
23,8020,23766,30.37,0
62,8020,23766,30.39,0
25,2789,8418,30.4,0
25,2789,8418,30.44,0
22,2789,8418,30.35,0
23,8020,23766,30.37,0
22,8020,23766,30.36,0
25,2789,8418,30.39,0
23,8020,23766,30.34,0
25,2789,8418,30.39,0
62,8020,23766,30.38,0
23,8020,23766,30.38,0
25,2789,8418,30.37,0
22,2789,8418,30.41,0
25,2789,8418,30.45,0
22,8020,23766,30.39,0
22,2789,8418,30.45,0
22,8020,23766,30.41,0
22,8020,23766,30.38,0
23,8020,23766,30.36,0
25,2789,8418,30.44,0
62,8020,23766,30.4,0
23,8020,23766,30.34,0
25,2789,8418,30.46,0
22,2789,8418,30.44,0
22,8020,23766,30.38,0
