NoAffS,VL,VC,Time,Result
23,8020,23766,30.38,0
17,8020,23766,30.38,0
62,8020,23766,30.37,0
10,1488,4564,30.39,0
23,8020,23766,30.33,0
23,8020,23766,30.4,0
62,8020,23766,30.36,0
62,8020,23766,30.69,0
10,1488,4564,30.35,0
23,8020,23766,30.4,0
23,8020,23766,30.37,0
17,8020,23766,30.41,0
23,8020,23766,30.35,0
17,8020,23766,30.4,0
23,8020,23766,30.37,0
23,8020,23766,30.37,0
10,1488,4564,30.37,0
10,1488,4564,30.42,0
17,8020,23766,30.38,0
10,1488,4564,30.39,0
23,8020,23766,30.33,0
23,8020,23766,30.37,0
17,8020,23766,30.36,0
17,8020,23766,30.42,0
17,8020,23766,30.41,0
23,8020,23766,30.37,0
17,8020,23766,30.38,0
62,8020,23766,30.37,0
23,8020,23766,30.36,0
17,8020,23766,30.38,0
