NoAffS,VL,VC,Time,Result
14,8020,23766,30.34,0
14,8020,23766,30.41,0
14,8020,23766,30.32,0
14,8020,23766,30.35,0
62,8020,23766,30.38,0
22,2789,8418,30.37,0
14,8020,23766,30.39,0
14,8020,23766,30.38,0
14,8020,23766,30.39,0
22,2789,8418,30.42,0
28,2789,8418,30.37,0
14,8020,23766,30.35,0
22,2789,8418,30.39,0
14,8020,23766,30.39,0
14,8020,23766,30.43,0
22,2789,8418,30.39,0
14,8020,23766,30.38,0
22,2789,8418,30.41,0
14,8020,23766,30.41,0
14,8020,23766,30.37,0
14,8020,23766,30.39,0
14,8020,23766,30.35,0
28,2789,8418,30.35,0
14,8020,23766,30.38,0
28,2789,8418,30.32,0
28,2789,8418,30.4,0
14,8020,23766,30.4,0
14,8020,23766,30.36,0
14,8020,23766,30.37,0
14,8020,23766,30.35,0
