NoAffS,VL,VC,Time,Result
23,8020,23766,30.32,0
62,8020,23766,30.36,0
14,6835,20248,30.42,0
22,2789,8418,30.46,0
23,8020,23766,30.57,0
14,6835,20248,30.45,0
62,8020,23766,30.39,0
25,2789,8418,30.41,0
23,8020,23766,30.36,0
62,8020,23766,30.38,0
14,6835,20248,30.34,0
23,8020,23766,30.34,0
22,2789,8418,30.47,0
22,2789,8418,30.46,0
22,2789,8418,30.47,0
14,6835,20248,30.37,0
22,2789,8418,30.43,0
25,2789,8418,30.41,0
25,2789,8418,30.45,0
23,8020,23766,30.32,0
22,2789,8418,30.41,0
22,2789,8418,30.45,0
23,8020,23766,30.33,0
14,8020,23766,30.38,0
23,8020,23766,30.68,0
22,2789,8418,30.45,0
25,2789,8418,30.43,0
25,2789,8418,30.44,0
23,8020,23766,30.34,0
25,2789,8418,30.42,0
