NoAffS,VL,VC,Time,Result
25,2789,8418,30.45,0
62,8020,23766,30.41,0
14,8020,23766,30.37,0
14,8020,23766,30.36,0
14,8020,23766,30.28,0
25,2789,8418,30.36,0
14,8020,23766,30.5,0
14,8020,23766,30.52,0
14,8020,23766,30.42,0
22,2789,8418,30.51,0
14,8020,23766,30.4,0
25,2789,8418,30.45,0
22,2789,8418,30.45,0
25,2789,8418,30.38,0
62,8020,23766,30.35,0
14,8020,23766,30.35,0
14,8020,23766,30.36,0
22,2789,8418,30.38,0
62,8020,23766,30.33,0
14,8020,23766,30.39,0
14,8020,23766,30.36,0
25,2789,8418,30.46,0
25,2789,8418,30.36,0
14,8020,23766,30.37,0
14,8020,23766,30.41,0
14,8020,23766,30.4,0
22,2789,8418,30.37,0
25,2789,8418,30.35,0
14,8020,23766,30.34,0
14,8020,23766,30.32,0
