NoAffS,VL,VC,Time,Result
62,8020,23766,30.35,0
14,8020,23766,30.38,0
34,6100,20190,30.33,0
14,8020,23766,30.32,0
25,2789,8418,30.43,0
14,8020,23766,30.37,0
22,2789,8418,30.52,0
23,8020,23766,30.38,0
22,2789,8418,30.42,0
23,8020,23766,30.52,0
62,8020,23766,30.39,0
34,6809,20244,30.33,0
34,4331,15792,30.34,0
25,2789,8418,30.37,0
14,8020,23766,30.36,0
22,2789,8418,30.41,0
25,2789,8418,30.38,0
22,2789,8418,30.42,0
34,8020,23766,30.37,0
62,8020,23766,30.36,0
62,8020,23766,30.4,0
23,8020,23766,30.33,0
14,8020,23766,30.36,0
34,12,0,30.42,0
14,8020,23766,30.37,0
14,8020,23766,30.36,0
14,8020,23766,30.34,0
14,8020,23766,30.33,0
14,8020,23766,30.33,0
62,8020,23766,30.4,0
