NoAffS,VL,VC,Time,Result
23,8020,23766,30.42,0
23,8020,23766,30.39,0
14,8020,23766,30.38,0
14,8020,23766,30.37,0
23,8020,23766,30.39,0
22,2789,8418,30.42,0
23,8020,23766,30.37,0
62,8020,23766,30.37,0
23,8020,23766,30.38,0
14,8020,23766,30.42,0
22,2789,8418,30.39,0
19,2789,8418,30.35,0
14,8020,23766,30.35,0
14,8020,23766,30.39,0
62,8020,23766,30.36,0
19,2789,8418,30.43,0
23,8020,23766,30.39,0
14,8020,23766,30.4,0
23,8020,23766,30.39,0
23,8020,23766,30.35,0
19,2789,8418,30.44,0
62,8020,23766,30.38,0
62,8020,23766,30.37,0
22,2789,8418,30.5,0
22,2789,8418,30.4,0
19,2789,8418,30.48,0
22,2789,8418,30.4,0
14,8020,23766,30.36,0
23,8020,23766,30.36,0
23,8020,23766,30.37,0
