NoAffS,VL,VC,Time,Result
25,2789,8418,30.41,0
23,8020,23766,30.35,0
14,6835,20248,30.41,0
25,2789,8418,30.4,0
23,8020,23766,30.38,0
62,8020,23766,30.39,0
25,2789,8418,30.43,0
23,8020,23766,30.36,0
22,2789,8418,30.46,0
22,2789,8418,30.47,0
14,6835,20248,30.35,0
14,8020,23766,30.33,0
22,2789,8418,30.46,0
23,4137,12410,30.29,0
62,8020,23766,30.41,0
23,8020,23766,30.36,0
23,8020,23766,30.36,0
25,2789,8418,30.4,0
14,8020,23766,30.36,0
22,2789,8418,30.37,0
14,8020,23766,30.37,0
23,8020,23766,30.36,0
23,8020,23766,30.35,0
14,8020,23766,30.37,0
25,2789,8418,30.4,0
23,8020,23766,30.39,0
23,8020,23766,30.35,0
23,8020,23766,30.35,0
25,2789,8418,30.41,0
22,2789,8418,30.4,0
