NoAffS,VL,VC,Time,Result
62,8020,23766,30.44,0
22,2789,8418,30.39,0
22,2789,8418,30.49,0
28,2789,8418,30.4,0
22,8020,23766,30.36,0
22,2789,8418,30.41,0
22,8020,23766,30.4,0
22,8020,23766,30.37,0
22,8020,23766,30.41,0
22,2789,8418,30.4,0
22,8020,23766,30.42,0
22,8020,23766,30.37,0
23,8020,23766,30.37,0
22,2789,8418,30.54,0
28,2789,8418,30.39,0
23,8020,23766,30.38,0
22,8020,23766,30.45,0
28,2789,8418,30.44,0
22,2789,8418,30.44,0
22,8020,23766,30.38,0
23,8020,23766,30.37,0
23,8020,23766,30.39,0
23,8020,23766,30.36,0
28,2789,8418,30.41,0
28,2789,8418,30.48,0
23,8020,23766,30.43,0
22,2789,8418,30.56,0
22,8020,23766,30.43,0
23,8020,23766,30.36,0
22,2789,8418,30.48,0
