NoAffS,VL,VC,Time,Result
32,2789,8418,30.4,0
7,8020,23766,30.37,0
32,2789,8418,30.44,0
22,2789,8418,30.43,0
32,2789,8418,30.45,0
14,8020,23766,30.39,0
7,8020,23766,30.37,0
14,8020,23766,30.42,0
22,2789,8418,30.39,0
50,8020,23766,30.38,0
32,2789,8418,30.43,0
7,8020,23766,30.43,0
32,2789,8418,30.39,0
7,8020,23766,30.45,0
50,8020,23766,30.41,0
14,8020,23766,30.39,0
50,8020,23766,30.42,0
14,8020,23766,30.38,0
7,8020,23766,30.39,0
32,2789,8418,30.42,0
14,8020,23766,30.36,0
7,8020,23766,30.42,0
7,8020,23766,30.42,0
22,2789,8418,30.44,0
7,8020,23766,30.35,0
7,8020,23766,30.39,0
50,8020,23766,30.39,0
32,2789,8418,30.39,0
32,2789,8418,30.45,0
22,2789,8418,30.43,0
