NoAffS,VL,VC,Time,Result
25,2789,8418,30.39,0
7,8020,23766,30.37,0
7,8020,23766,30.37,0
7,8020,23766,30.39,0
62,8020,23766,30.41,0
7,8020,23766,30.35,0
7,8020,23766,30.38,0
7,8020,23766,30.36,0
22,2789,8418,30.39,0
7,8020,23766,30.37,0
7,8020,23766,30.39,0
14,6835,20248,30.42,0
7,8020,23766,30.42,0
7,8020,23766,30.37,0
14,6835,20248,30.41,0
62,8020,23766,30.36,0
14,6835,20248,30.39,0
14,6835,20248,30.41,0
7,8020,23766,30.39,0
62,8020,23766,30.4,0
7,8020,23766,30.39,0
25,2789,8418,30.41,0
14,6835,20248,30.42,0
14,6835,20248,30.34,0
25,2789,8418,30.44,0
22,2789,8418,30.38,0
7,8020,23766,30.38,0
7,8020,23766,30.4,0
7,8020,23766,30.37,0
14,6835,20248,30.37,0
