NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
569,1448,392,57.93,1,414,243,275
569,1448,392,55.38,1,414,243,275
569,1448,392,59.71,1,414,243,275
569,1448,392,55.77,1,414,243,275
569,1448,392,56.36,1,414,243,275
569,1448,392,54.74,1,414,243,275
569,1448,392,55.33,1,414,243,275
569,1448,392,56.48,1,414,243,275
569,1448,392,54.43,1,414,243,275
569,1448,392,55.85,1,414,243,275
