NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
96846,2079,316,890.35,0,,,4743,3537052,331141,435875.0,0,1012310,3954516,91.9,0.0,92104,19.42,0.179,0.221,0.132,11558,5520963,76122,343.756,6866,40381,0.08,84,33,1287,375.838,125.713
