NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
936,645,204,9.56,1,,,43
936,645,204,9.58,1,,,43
907,645,204,8.24,1,,,14
929,645,204,8.91,1,,,36
929,645,204,8.02,1,,,36
941,645,204,8.54,1,,,48
929,645,204,7.99,1,,,36
929,645,204,7.8,1,,,36
933,645,204,9.27,1,,,36
936,645,204,9.49,1,,,43
941,645,204,8.54,1,,,48
941,645,204,8.79,1,,,48
941,645,204,8.66,1,,,48
936,645,204,9.47,1,,,43
941,645,204,8.73,1,,,48
936,645,204,9.55,1,,,43
941,645,204,8.54,1,,,48
945,645,204,8.64,1,,,48
936,645,204,9.21,1,,,39
929,645,204,8.03,1,,,36
941,645,204,8.46,1,,,48
941,645,204,9.89,1,,,48
929,645,204,8.13,1,,,36
941,645,204,9.73,1,,,48
936,645,204,9.28,1,,,39
929,645,204,7.95,1,,,36
936,645,204,9.61,1,,,43
941,645,204,8.92,1,,,48
945,645,204,9.46,1,,,48
933,645,204,9.22,1,,,36
