NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1500,787,316,10.21,1,,,54
2,796,316,3.81,1,,,2
2,796,316,3.84,1,,,2
1350,796,316,11.24,1,,,18
2,796,316,3.86,1,,,2
1500,787,316,10.07,1,,,54
2,796,316,3.9,1,,,2
1500,787,316,10.09,1,,,54
1500,787,316,10.14,1,,,54
2,796,316,3.87,1,,,2
2,796,316,3.96,1,,,2
2,796,316,3.86,1,,,2
2,796,316,3.79,1,,,2
2,796,316,3.78,1,,,2
2,796,316,3.85,1,,,2
1500,787,316,10.32,1,,,54
1500,787,316,10.36,1,,,54
2,796,316,3.97,1,,,2
2000,787,316,12.55,1,,,22
2,796,316,3.84,1,,,2
2,796,316,3.87,1,,,2
2,796,316,3.83,1,,,2
2,796,316,3.86,1,,,2
1346,796,316,10.94,1,,,18
2,796,316,3.98,1,,,2
2,796,316,3.92,1,,,2
2,796,316,3.88,1,,,2
2,796,316,3.89,1,,,2
2,796,316,3.81,1,,,2
2,796,316,3.81,1,,,2
