NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1719,930,352,18.4,1,,,149
1348,930,352,17.2,1,,,144
1719,930,352,18.0,1,,,149
1348,930,352,17.55,1,,,144
1615,930,352,18.11,1,,,143
1388,930,352,18.72,1,,,184
1348,930,352,17.04,1,,,144
1615,930,352,18.27,1,,,143
1348,930,352,16.89,1,,,144
1348,930,352,16.51,1,,,144
1297,930,352,16.59,1,,,89
1722,930,352,14.51,1,,,26
1721,930,352,19.36,1,,,155
1719,930,352,17.77,1,,,149
1615,930,352,17.44,1,,,143
1348,930,352,16.75,1,,,144
1348,930,352,17.47,1,,,144
1361,930,352,17.51,1,,,157
1615,930,352,17.98,1,,,143
1719,930,352,17.7,1,,,149
1615,930,352,18.39,1,,,143
1615,930,352,18.82,1,,,143
1615,930,352,17.77,1,,,143
1615,930,352,18.34,1,,,143
1719,930,352,18.48,1,,,149
1361,930,352,17.14,1,,,157
1348,930,352,16.88,1,,,144
1348,930,352,17.6,1,,,144
1361,930,352,16.85,1,,,157
1615,930,352,18.29,1,,,143
