NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
5320,673,236,153.98,1,,,93
5749,672,236,900.23,0,,,147
,,,,,,,
5011,673,236,54.15,1,,,63
5654,670,236,900.22,0,,,106
,,,,,,,
5830,661,234,900.24,0,,,149
9220,655,234,900.29,0,,,394
5320,673,236,157.89,1,,,93
,,,,,,,
4489,673,236,48.02,1,,,60
,,,,,,,
,,,,,,,
5320,673,236,160.37,1,,,93
9226,655,234,900.3,0,,,395
,,,,,,,
5709,673,236,271.21,1,,,86
4489,673,236,47.19,1,,,60
5830,661,234,900.26,0,,,149
4464,673,236,48.84,1,,,60
4489,673,236,49.53,1,,,60
5915,673,236,900.27,0,,,70
9220,655,234,900.29,0,,,394
5915,673,236,900.31,0,,,70
5709,673,236,274.88,1,,,86
5320,673,236,152.69,1,,,93
4450,673,236,900.41,0,,,74
9220,655,234,900.27,0,,,394
,,,,,,,
6515,373,110,900.33,0,,,128
