NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
11786,761,304,900.25,0,,,167
11463,778,308,872.68,1,,,166
10350,779,308,900.3,0,,,153
11346,778,308,900.24,0,,,164
11505,778,308,900.3,0,,,133
9632,776,306,900.29,0,,,191
,,,,,,,
9186,778,308,900.28,0,,,123
10350,779,308,900.31,0,,,153
,,,,,,,
,,,,,,,
10350,779,308,900.22,0,,,153
11505,778,308,900.3,0,,,133
9632,731,294,900.23,0,,,191
11505,778,308,900.31,0,,,133
11786,763,304,900.26,0,,,167
,,,,,,,
11463,778,308,856.74,1,,,166
9186,778,308,900.27,0,,,123
9769,775,308,900.35,0,,,120
9632,776,306,900.29,0,,,191
11505,778,308,900.21,0,,,133
11463,778,308,883.61,1,,,166
,,,,,,,
11346,778,308,900.26,0,,,164
,,,,,,,
9654,778,308,900.43,0,,,193
9186,778,308,900.3,0,,,123
12075,778,308,385.22,1,,,217
10493,757,304,900.27,0,,,140
