NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
15786,303,130,415.97,1,,,321
7167,303,130,469.35,1,,,282
5148,303,130,123.58,1,,,97
7514,303,130,405.97,1,,,293
31826,303,130,678.02,1,,,788
14377,303,130,266.61,1,,,328
6979,303,130,124.26,1,,,83
6979,303,130,130.33,1,,,83
7186,303,130,158.33,1,,,123
11404,303,130,520.26,1,,,270
6596,303,130,285.09,1,,,177
8208,303,130,512.55,1,,,304
28966,303,130,622.44,1,,,713
6596,303,130,283.97,1,,,177
13659,303,130,224.44,1,,,334
6979,303,130,126.04,1,,,83
6979,303,130,127.1,1,,,83
15786,303,130,418.89,1,,,321
28966,303,130,622.76,1,,,713
7167,303,130,485.83,1,,,282
6612,303,130,467.67,1,,,253
10385,303,130,251.73,1,,,228
6596,303,130,279.74,1,,,177
7186,303,130,124.58,1,,,123
6979,303,130,122.64,1,,,83
6979,303,130,123.33,1,,,83
27931,303,130,673.06,1,,,740
15786,303,130,420.54,1,,,321
6596,303,130,284.11,1,,,177
14377,303,130,264.12,1,,,328
