NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1222,786,368,30.22,0,,,17
954,792,368,30.17,0,,,14
1160,781,368,30.19,0,,,31
2753,864,430,30.19,0,,,31
2083,573,310,30.04,0,,,16
1160,779,368,30.11,0,,,31
1399,812,370,30.16,0,,,31
1393,788,368,30.05,0,,,30
560,796,368,30.07,0,,,24
1583,782,368,30.19,0,,,34
1583,782,368,30.17,0,,,34
1222,787,368,30.21,0,,,17
1262,777,404,30.21,0,,,11
868,794,368,30.19,0,,,18
1488,782,368,30.14,0,,,32
1488,800,368,30.19,0,,,32
1262,816,412,30.19,0,,,11
1583,782,368,30.15,0,,,34
1199,779,368,30.15,0,,,31
1447,687,380,30.21,0,,,12
1160,781,368,30.18,0,,,31
1583,766,368,30.21,0,,,34
1447,73,0,30.28,0,,,12
1583,801,368,30.2,0,,,34
1494,826,374,30.19,0,,,33
986,798,368,30.2,0,,,20
1138,573,310,30.19,0,,,30
1160,781,368,30.09,0,,,31
2083,573,310,30.16,0,,,16
1262,689,380,30.17,0,,,11
