NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
430,1266,338,6.33,1,87,62,179
430,1266,338,6.29,1,87,62,179
430,1266,338,6.31,1,87,62,179
430,1266,338,6.19,1,87,62,179
430,1266,338,6.15,1,87,62,179
430,1266,338,6.24,1,87,62,179
430,1266,338,6.2,1,87,62,179
430,1266,338,6.26,1,87,62,179
430,1266,338,6.25,1,87,62,179
430,1266,338,6.7,1,87,62,179
