NoAffS,VL,VC,Time,Result
2,1435,4800,6.2,1
2,1354,4534,6.06,1
2,1435,4800,6.33,1
2,1435,4800,6.01,1
2,1354,4534,6.09,1
2,1354,4534,6.06,1
2,1354,4534,6.02,1
2,1354,4534,5.91,1
2,1435,4800,6.11,1
2,1354,4534,5.93,1
2,1354,4534,6.17,1
2,1435,4800,5.93,1
2,1354,4534,6.06,1
2,1435,4800,6.15,1
2,1354,4534,6.06,1
2,1435,4800,6.08,1
2,1354,4534,6.14,1
2,1354,4534,6.0,1
2,1354,4534,6.02,1
2,1354,4534,6.22,1
2,1435,4800,6.04,1
2,1354,4534,6.09,1
2,1435,4800,6.29,1
2,1354,4534,6.04,1
2,1435,4800,6.39,1
2,1435,4800,6.13,1
2,1354,4534,6.08,1
2,1435,4800,5.99,1
2,1435,4800,6.29,1
2,1354,4534,6.05,1
