NoAffS,VL,VC,Time,Result
14,1435,4800,30.4,0
14,1435,4800,30.4,0
14,1435,4800,30.38,0
14,1435,4800,30.34,0
14,1435,4800,30.35,0
14,1435,4800,30.39,0
14,1435,4800,30.36,0
7,1354,4534,30.41,0
14,1435,4800,30.36,0
14,1435,4800,30.42,0
14,1435,4800,30.38,0
14,1435,4800,30.38,0
14,1435,4800,30.4,0
14,1435,4800,30.34,0
14,1435,4800,30.42,0
14,1435,4800,30.38,0
14,1435,4800,30.39,0
14,1435,4800,30.37,0
17,1354,4534,30.47,0
14,1435,4800,30.38,0
17,1354,4534,30.4,0
14,1435,4800,30.33,0
14,1435,4800,30.38,0
14,1435,4800,30.43,0
14,1435,4800,30.37,0
14,1435,4800,30.35,0
14,1435,4800,30.36,0
14,1435,4800,30.44,0
14,1435,4800,30.38,0
14,1435,4800,30.39,0
