NoAffS,VL,VC,Time,Result
22,1435,4800,30.4,0
7,1354,4534,30.52,0
22,1435,4800,30.43,0
22,1435,4800,30.44,0
22,1435,4800,30.41,0
7,1354,4534,30.49,0
14,1435,4800,30.47,0
14,1435,4800,30.44,0
7,1354,4534,30.52,0
22,1435,4800,30.43,0
22,1435,4800,30.42,0
7,1354,4534,30.44,0
7,1354,4534,30.38,0
22,1435,4800,30.44,0
22,1435,4800,30.41,0
22,1435,4800,30.37,0
22,1435,4800,30.36,0
22,1435,4800,30.34,0
7,1354,4534,30.56,0
7,1354,4534,30.44,0
22,1435,4800,30.32,0
22,1435,4800,30.43,0
7,1354,4534,30.48,0
22,1435,4800,30.39,0
22,1435,4800,30.41,0
22,1435,4800,30.4,0
7,1354,4534,30.44,0
22,1435,4800,30.43,0
22,1435,4800,30.4,0
22,1435,4800,30.42,0
