NoAffS,VL,VC,Time,Result
14,1435,4800,30.48,0
14,1435,4800,30.48,0
15,1354,4534,30.49,0
14,1435,4800,30.49,0
15,1354,4534,30.44,0
15,1354,4534,30.5,0
15,1354,4534,30.52,0
14,1435,4800,30.51,0
14,1435,4800,30.51,0
14,1435,4800,30.49,0
14,1435,4800,30.5,0
15,1354,4534,30.44,0
14,1435,4800,30.5,0
17,1354,4534,30.45,0
14,1435,4800,30.52,0
15,1354,4534,30.5,0
14,1435,4800,30.51,0
14,1435,4800,30.58,0
14,1435,4800,30.5,0
15,1354,4534,30.49,0
14,1435,4800,30.47,0
14,1435,4800,30.48,0
17,1354,4534,30.4,0
14,1435,4800,30.58,0
14,1435,4800,30.48,0
14,1435,4800,30.55,0
14,1435,4800,30.51,0
17,1354,4534,30.41,0
17,1354,4534,30.45,0
14,1435,4800,30.49,0
