NoAffS,VL,VC,Time,Result
14,1435,4800,30.45,0
14,1435,4800,30.47,0
15,1354,4534,30.47,0
15,1354,4534,30.41,0
14,1435,4800,30.49,0
15,1354,4534,30.43,0
14,1435,4800,30.47,0
15,1354,4534,30.45,0
14,1435,4800,30.42,0
14,1435,4800,30.34,0
15,1354,4534,30.48,0
14,1435,4800,30.47,0
14,1435,4800,30.43,0
15,1354,4534,30.42,0
15,1354,4534,30.4,0
14,1435,4800,30.48,0
15,1354,4534,30.46,0
15,1354,4534,30.45,0
14,1435,4800,30.4,0
14,1435,4800,30.46,0
14,1435,4800,30.5,0
14,1435,4800,30.51,0
14,1435,4800,30.45,0
14,1435,4800,30.42,0
14,1435,4800,30.48,0
15,1354,4534,30.43,0
15,1354,4534,30.47,0
15,1354,4534,30.44,0
15,1354,4534,30.49,0
15,1354,4534,30.45,0
