NoAffS,VL,VC,Time,Result
22,1435,4800,30.44,0
22,1435,4800,30.41,0
15,1354,4534,30.38,0
15,1354,4534,30.4,0
22,1435,4800,30.39,0
15,1354,4534,30.41,0
15,1354,4534,30.39,0
22,1435,4800,30.38,0
22,1435,4800,30.43,0
22,1435,4800,30.41,0
29,1354,4534,30.38,0
15,1354,4534,30.4,0
22,1435,4800,30.45,0
22,1435,4800,30.41,0
22,1435,4800,30.38,0
15,1354,4534,30.39,0
29,1354,4534,30.33,0
15,1354,4534,30.4,0
15,1354,4534,30.37,0
22,1435,4800,30.42,0
22,1435,4800,30.37,0
29,1354,4534,30.35,0
22,1435,4800,30.38,0
15,1354,4534,30.45,0
22,1435,4800,30.38,0
22,1435,4800,30.39,0
29,359,4462,30.35,0
22,1435,4800,30.37,0
15,1354,4534,30.36,0
22,1435,4800,30.42,0
