NoAffS,VL,VC,Time,Result
2,1435,4800,6.32,1
2,1435,4800,6.16,1
2,1435,4800,6.09,1
2,1435,4800,6.14,1
2,1354,4534,5.98,1
2,1435,4800,5.98,1
2,1435,4800,6.27,1
2,1435,4800,6.11,1
2,1435,4800,6.06,1
2,1435,4800,6.16,1
2,1435,4800,6.14,1
2,1435,4800,6.18,1
2,1435,4800,6.02,1
2,1435,4800,6.03,1
2,1435,4800,5.88,1
2,1435,4800,6.3,1
2,1435,4800,6.01,1
2,1354,4534,5.87,1
2,1435,4800,6.14,1
2,1435,4800,6.16,1
2,1354,4534,6.08,1
2,1435,4800,6.05,1
2,1354,4534,6.26,1
2,1435,4800,6.36,1
2,1435,4800,6.0,1
2,1354,4534,6.36,1
2,1435,4800,6.3,1
2,1435,4800,6.0,1
2,1435,4800,6.0,1
2,1435,4800,6.18,1
