NoAffS,VL,VC,Time,Result
2,1354,4534,6.46,1
2,1435,4800,6.41,1
2,1435,4800,6.3,1
2,1435,4800,6.38,1
2,1435,4800,6.43,1
2,1354,4534,6.51,1
2,1435,4800,6.54,1
2,1435,4800,6.56,1
2,1435,4800,6.34,1
2,1354,4534,6.07,1
2,1354,4534,6.22,1
2,1435,4800,6.26,1
2,1435,4800,6.38,1
2,1435,4800,6.5,1
2,1435,4800,6.67,1
2,1435,4800,6.33,1
2,1435,4800,6.59,1
2,1435,4800,6.5,1
2,1435,4800,6.47,1
2,1435,4800,6.38,1
2,1435,4800,6.15,1
2,1435,4800,6.31,1
2,1354,4534,6.18,1
2,1435,4800,6.35,1
2,1354,4534,6.39,1
2,1435,4800,6.42,1
2,1435,4800,6.55,1
2,1435,4800,6.57,1
2,1435,4800,6.3,1
2,1435,4800,6.37,1
