NoAffS,VL,VC,Time,Result
2,1354,4534,6.84,1
2,1435,4800,7.25,1
2,1354,4534,6.73,1
2,1435,4800,6.96,1
2,1435,4800,7.5,1
2,1354,4534,6.96,1
2,1435,4800,7.31,1
2,1435,4800,7.09,1
2,1435,4800,7.23,1
2,1435,4800,7.25,1
2,1435,4800,7.19,1
2,1354,4534,6.88,1
2,1435,4800,7.07,1
2,1435,4800,7.22,1
2,1435,4800,6.88,1
2,1354,4534,6.68,1
2,1435,4800,6.95,1
2,1354,4534,6.81,1
2,1354,4534,6.95,1
2,1435,4800,7.13,1
2,1435,4800,7.01,1
2,1354,4534,6.87,1
2,1435,4800,7.15,1
2,1435,4800,7.29,1
2,1435,4800,6.95,1
2,1435,4800,7.0,1
2,1354,4534,6.9,1
2,1435,4800,6.99,1
2,1354,4534,6.74,1
2,1435,4800,7.01,1
