NoAffS,VL,VC,Time,Result
14,1435,4800,30.46,0
7,1435,4800,30.43,0
7,1354,4534,30.47,0
7,1435,4800,30.39,0
14,1435,4800,30.44,0
7,1435,4800,30.44,0
7,1354,4534,30.39,0
7,1435,4800,30.52,0
7,1435,4800,30.42,0
7,1435,4800,30.51,0
7,1354,4534,30.47,0
7,1354,4534,30.51,0
7,1354,4534,30.53,0
14,1435,4800,30.38,0
7,1435,4800,30.44,0
7,1435,4800,30.45,0
7,1435,4800,30.48,0
7,1354,4534,30.45,0
7,1435,4800,30.51,0
7,1354,4534,30.58,0
7,1354,4534,30.37,0
7,1435,4800,30.48,0
7,1354,4534,30.46,0
7,1435,4800,30.52,0
7,1354,4534,30.39,0
14,1435,4800,30.46,0
7,1435,4800,30.41,0
7,1354,4534,30.5,0
7,1435,4800,30.46,0
14,1435,4800,30.4,0
