NoAffS,VL,VC,Time,Result
2,1435,4800,6.11,1
2,1354,4534,6.58,1
2,1435,4800,6.33,1
2,1435,4800,6.33,1
2,1435,4800,6.36,1
2,1435,4800,6.15,1
2,1435,4800,6.17,1
2,1435,4800,5.99,1
2,1435,4800,6.19,1
2,1354,4534,6.54,1
2,1435,4800,6.2,1
2,1354,4534,6.62,1
2,1354,4534,6.54,1
2,1435,4800,6.2,1
2,1354,4534,6.82,1
2,1435,4800,6.23,1
2,1354,4534,6.59,1
2,1435,4800,6.07,1
2,1435,4800,6.24,1
2,1435,4800,6.02,1
2,1435,4800,6.02,1
2,1435,4800,6.3,1
2,1435,4800,6.19,1
2,1435,4800,6.17,1
2,1354,4534,6.85,1
2,1435,4800,6.22,1
2,1435,4800,6.22,1
2,1354,4534,6.63,1
2,1435,4800,6.1,1
2,1354,4534,6.63,1
