NoAffS,VL,VC,Time,Result
29,1354,4534,30.39,0
22,1435,4800,30.41,0
7,1354,4534,30.33,0
22,1435,4800,30.4,0
29,1354,4534,30.45,0
22,1435,4800,30.5,0
7,1354,4534,30.36,0
22,1435,4800,30.49,0
7,1354,4534,30.43,0
22,1435,4800,30.43,0
22,1435,4800,30.45,0
22,1435,4800,30.43,0
22,1435,4800,30.45,0
22,1435,4800,30.49,0
22,1435,4800,30.4,0
22,1435,4800,30.48,0
7,1354,4534,30.46,0
22,1435,4800,30.45,0
22,1435,4800,30.43,0
22,1435,4800,30.51,0
7,1354,4534,30.36,0
22,1435,4800,30.46,0
7,1354,4534,30.39,0
22,1435,4800,30.54,0
22,1435,4800,30.35,0
22,1435,4800,30.4,0
22,1435,4800,30.49,0
29,1354,4534,30.42,0
29,1354,4534,30.42,0
7,1354,4534,30.42,0
