NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2613,152,46,27.82,1,,,71
2613,152,46,28.96,1,,,71
8075,154,46,148.71,1,,,200
4644,152,46,42.82,1,,,205
2895,154,46,39.74,1,,,146
3385,154,46,32.29,1,,,182
3609,154,46,26.5,1,,,207
3385,154,46,32.02,1,,,182
2239,154,46,20.9,1,,,125
4730,154,46,35.86,1,,,207
2895,154,46,40.59,1,,,146
2895,154,46,39.7,1,,,146
3944,152,46,33.78,1,,,151
2613,152,46,28.7,1,,,71
2613,152,46,27.85,1,,,71
2613,152,46,27.38,1,,,71
8075,154,46,149.34,1,,,200
8876,154,46,50.34,1,,,444
3053,152,46,26.94,1,,,148
4644,152,46,43.46,1,,,205
3385,154,46,32.08,1,,,182
2895,154,46,40.15,1,,,146
4080,152,46,35.76,1,,,192
2895,154,46,39.22,1,,,146
3944,152,46,34.44,1,,,151
2895,154,46,41.64,1,,,146
2895,154,46,39.38,1,,,146
3384,154,46,29.64,1,,,180
2895,154,46,39.83,1,,,146
2895,154,46,40.58,1,,,146
