NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
273,111,32,4.02,1,,,9
334,111,32,4.56,1,,,14
470,111,32,6.22,1,,,22
321,111,32,4.14,1,,,12
334,111,32,5.33,1,,,14
334,111,32,5.3,1,,,14
655,111,32,6.43,1,,,28
414,111,32,4.75,1,,,19
655,111,32,6.51,1,,,28
470,111,32,6.13,1,,,22
334,111,32,4.44,1,,,14
540,95,30,5.33,1,,,24
381,111,32,5.61,1,,,17
340,111,32,4.6,1,,,15
381,111,32,5.72,1,,,17
655,111,32,6.44,1,,,28
321,111,32,4.24,1,,,12
414,111,32,4.8,1,,,19
332,111,32,4.3,1,,,13
655,111,32,6.45,1,,,28
381,111,32,5.6,1,,,17
331,111,32,4.39,1,,,14
470,111,32,6.17,1,,,22
540,95,30,5.49,1,,,24
655,111,32,6.43,1,,,28
342,111,32,4.15,1,,,14
470,111,32,6.24,1,,,22
655,111,32,6.63,1,,,28
470,111,32,6.24,1,,,22
414,111,32,5.05,1,,,19
