NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
377,108,32,6.59,1,,,24
689,108,32,6.43,1,,,28
523,108,32,8.08,1,,,35
523,108,32,8.06,1,,,35
558,108,32,5.65,1,,,31
523,108,32,7.94,1,,,35
523,108,32,8.23,1,,,35
523,108,32,7.9,1,,,35
523,108,32,7.72,1,,,35
679,92,30,7.85,1,,,43
617,108,32,7.01,1,,,36
532,92,30,5.81,1,,,28
523,108,32,7.93,1,,,35
572,108,32,7.06,1,,,32
689,108,32,6.42,1,,,28
572,108,32,6.83,1,,,32
640,92,30,6.03,1,,,37
414,108,32,7.5,1,,,26
689,108,32,6.42,1,,,28
572,108,32,6.92,1,,,32
560,108,32,5.77,1,,,32
560,108,32,5.67,1,,,32
532,92,30,5.76,1,,,28
572,108,32,6.82,1,,,32
523,108,32,8.07,1,,,35
523,108,32,7.92,1,,,35
523,108,32,8.02,1,,,35
689,108,32,6.38,1,,,28
689,108,32,6.46,1,,,28
640,92,30,5.97,1,,,37
