NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1970,136,42,18.99,1,,,141
2835,154,44,27.67,1,,,166
1543,136,42,16.39,1,,,89
2386,154,44,28.1,1,,,191
1668,136,42,12.85,1,,,79
1635,136,42,13.99,1,,,51
1970,136,42,18.86,1,,,141
1839,154,44,19.03,1,,,81
1970,136,42,20.01,1,,,141
1809,136,42,13.85,1,,,95
1635,136,42,15.01,1,,,51
1839,154,44,18.21,1,,,81
1632,136,42,13.03,1,,,86
1632,136,42,13.9,1,,,86
1929,136,42,18.05,1,,,93
4546,140,42,30.33,0,,,354
1970,136,42,18.87,1,,,141
1970,136,42,19.78,1,,,141
1970,136,42,19.12,1,,,141
1970,136,42,19.92,1,,,141
1839,154,44,18.43,1,,,81
2386,154,44,27.29,1,,,191
2835,154,44,27.91,1,,,166
1970,136,42,18.24,1,,,141
1839,154,44,18.35,1,,,81
1252,136,42,11.67,1,,,56
1839,154,44,18.91,1,,,81
1668,136,42,15.2,1,,,120
1738,136,42,18.55,1,,,92
1970,136,42,18.75,1,,,141
