NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
345,104,30,4.37,1,,,16
345,104,30,4.3,1,,,16
345,104,30,4.4,1,,,16
533,104,30,5.44,1,,,23
413,104,30,5.53,1,,,19
413,104,30,5.44,1,,,19
278,104,30,3.69,1,,,11
408,88,28,4.65,1,,,21
413,104,30,5.55,1,,,19
413,104,30,5.48,1,,,19
413,104,30,5.48,1,,,19
533,104,30,5.34,1,,,23
288,104,30,3.87,1,,,12
289,104,30,4.52,1,,,12
288,104,30,3.98,1,,,12
345,104,30,4.3,1,,,16
288,104,30,3.93,1,,,12
288,104,30,3.68,1,,,12
299,104,30,3.72,1,,,12
533,104,30,5.46,1,,,23
279,104,30,3.78,1,,,11
289,104,30,4.7,1,,,12
289,104,30,4.57,1,,,12
345,104,30,4.35,1,,,16
421,88,28,4.73,1,,,21
288,104,30,3.93,1,,,12
413,104,30,5.52,1,,,19
497,104,30,5.69,1,,,20
421,88,28,4.72,1,,,21
289,104,30,4.65,1,,,12
