NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
951,128,40,11.03,1,,,48
815,128,40,8.39,1,,,35
4244,134,40,30.34,0,,,433
1306,128,40,17.98,1,,,79
1306,128,40,18.04,1,,,79
1306,128,40,18.02,1,,,79
1313,128,40,15.21,1,,,70
1247,128,40,12.38,1,,,85
1306,128,40,17.92,1,,,79
815,128,40,8.46,1,,,35
990,128,40,11.42,1,,,48
1306,128,40,17.87,1,,,79
1247,128,40,13.58,1,,,85
1405,128,40,16.75,1,,,74
815,128,40,8.6,1,,,35
1306,128,40,18.16,1,,,79
2709,128,40,21.71,1,,,189
4296,136,40,30.35,0,,,441
1306,128,40,17.43,1,,,79
815,128,40,8.36,1,,,35
815,128,40,8.64,1,,,35
1306,128,40,17.25,1,,,79
1306,128,40,17.66,1,,,79
1306,128,40,18.42,1,,,79
1305,128,40,15.89,1,,,65
815,128,40,8.29,1,,,35
815,128,40,8.29,1,,,35
1396,128,40,12.04,1,,,104
4459,134,40,30.37,0,,,456
815,128,40,8.53,1,,,35
