NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
277,104,30,3.81,1,,,11
334,104,30,4.29,1,,,14
406,104,30,4.79,1,,,17
297,104,30,4.12,1,,,12
265,104,30,3.53,1,,,9
320,104,30,4.54,1,,,13
395,88,28,4.3,1,,,17
265,104,30,3.49,1,,,9
415,104,30,5.26,1,,,18
288,104,30,3.64,1,,,11
320,104,30,4.38,1,,,13
297,104,30,4.12,1,,,12
320,104,30,4.66,1,,,13
406,104,30,4.61,1,,,17
334,104,30,4.07,1,,,14
415,104,30,5.27,1,,,18
406,104,30,4.62,1,,,17
277,104,30,3.67,1,,,11
276,104,30,3.61,1,,,10
415,104,30,5.16,1,,,18
415,104,30,5.29,1,,,18
320,104,30,4.57,1,,,13
406,104,30,4.7,1,,,17
277,104,30,3.72,1,,,11
415,104,30,5.2,1,,,18
277,104,30,3.67,1,,,11
406,104,30,4.62,1,,,17
397,88,28,4.39,1,,,17
297,104,30,4.01,1,,,12
297,104,30,4.07,1,,,12
