NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
277,104,30,3.66,1,,,11
334,104,30,4.17,1,,,14
406,104,30,4.58,1,,,17
297,104,30,4.08,1,,,12
265,104,30,3.62,1,,,9
320,104,30,4.64,1,,,13
395,88,28,4.25,1,,,17
265,104,30,3.7,1,,,9
415,104,30,5.21,1,,,18
288,104,30,3.54,1,,,11
320,104,30,4.42,1,,,13
297,104,30,4.1,1,,,12
320,104,30,4.49,1,,,13
406,104,30,4.55,1,,,17
334,104,30,4.17,1,,,14
415,104,30,5.18,1,,,18
406,104,30,4.66,1,,,17
277,104,30,3.67,1,,,11
276,104,30,3.69,1,,,10
415,104,30,5.29,1,,,18
415,104,30,5.15,1,,,18
320,104,30,4.55,1,,,13
406,104,30,4.74,1,,,17
277,104,30,3.69,1,,,11
415,104,30,5.15,1,,,18
277,104,30,3.73,1,,,11
406,104,30,4.62,1,,,17
397,88,28,4.24,1,,,17
297,104,30,4.08,1,,,12
297,104,30,4.08,1,,,12
