NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2517,165,48,30.3,0,,,215
2876,147,46,29.1,1,,,274
2345,147,46,21.15,1,,,140
2589,153,46,30.35,0,,,220
3558,163,48,30.35,0,,,394
2654,166,48,30.35,0,,,223
3170,165,48,30.37,0,,,387
3479,166,48,30.34,0,,,384
2668,166,48,30.35,0,,,225
3384,167,48,30.31,0,,,369
2589,153,46,30.35,0,,,220
1698,147,46,19.05,1,,,106
2146,147,46,21.37,1,,,66
2543,165,48,30.34,0,,,217
2146,147,46,22.23,1,,,66
3286,165,48,30.37,0,,,328
2146,147,46,21.91,1,,,66
2146,147,46,21.24,1,,,66
1698,147,46,18.11,1,,,106
1698,147,46,18.29,1,,,106
2447,147,46,22.24,1,,,157
2548,147,46,26.74,1,,,161
3465,165,48,30.34,0,,,382
2589,163,48,30.28,0,,,220
3224,153,46,30.34,0,,,319
2665,164,48,30.36,0,,,224
2665,165,48,30.36,0,,,224
2447,147,46,22.27,1,,,157
2447,147,46,23.57,1,,,157
2146,147,46,20.42,1,,,66
