NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
321,108,32,4.64,1,,,13
455,108,32,5.57,1,,,19
455,108,32,5.59,1,,,19
346,108,32,4.54,1,,,14
301,108,32,3.89,1,,,12
436,108,32,4.81,1,,,18
346,108,32,4.62,1,,,14
299,108,32,3.91,1,,,10
455,108,32,5.61,1,,,19
436,108,32,4.67,1,,,18
455,108,32,5.58,1,,,19
301,108,32,3.79,1,,,12
455,108,32,5.73,1,,,19
430,108,32,4.02,1,,,18
436,108,32,4.84,1,,,18
321,108,32,4.63,1,,,13
455,108,32,5.69,1,,,19
321,108,32,4.67,1,,,13
455,108,32,5.67,1,,,19
371,108,32,4.42,1,,,15
346,108,32,4.61,1,,,14
299,108,32,3.91,1,,,10
301,108,32,3.63,1,,,12
455,108,32,5.58,1,,,19
321,108,32,4.52,1,,,13
301,108,32,3.59,1,,,12
436,108,32,4.91,1,,,18
455,108,32,5.72,1,,,19
301,108,32,3.79,1,,,12
301,108,32,3.64,1,,,12
