NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2039,169,50,30.37,0,,,164
2248,152,48,29.24,1,,,131
2085,107,36,30.37,0,,,165
2039,169,50,30.33,0,,,164
4148,154,48,30.35,0,,,138
2019,149,44,30.33,0,,,160
4362,152,48,30.35,0,,,141
1786,152,48,21.2,1,,,104
4360,105,34,30.34,0,,,140
2019,155,46,30.35,0,,,160
1972,146,44,30.34,0,,,155
2063,152,48,19.69,1,,,93
2022,157,46,30.37,0,,,161
4360,119,38,30.34,0,,,140
1908,154,46,30.35,0,,,147
2085,107,36,30.25,0,,,165
2252,152,48,23.61,1,,,117
3145,156,46,30.33,0,,,287
2019,121,38,30.35,0,,,160
1786,152,48,20.91,1,,,104
3201,154,46,30.34,0,,,291
3231,171,50,30.35,0,,,295
4183,165,50,30.36,0,,,138
2085,121,38,30.36,0,,,165
1786,152,48,20.34,1,,,104
2248,152,48,29.59,1,,,131
2085,107,36,30.29,0,,,165
2019,136,42,30.34,0,,,160
2428,170,50,30.34,0,,,251
4499,101,32,30.36,0,,,144
