NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2890,138,44,22.4,1,,,246
1070,156,46,13.93,1,,,55
1427,156,46,16.05,1,,,84
1427,156,46,15.51,1,,,84
925,156,46,10.24,1,,,49
1427,156,46,14.95,1,,,84
1427,156,46,15.17,1,,,84
1054,138,44,11.84,1,,,48
1045,156,46,10.19,1,,,54
1788,138,44,12.53,1,,,67
1427,156,46,15.27,1,,,84
1852,138,44,22.47,1,,,138
1022,156,46,9.64,1,,,63
1025,156,46,9.55,1,,,55
1427,156,46,15.45,1,,,84
1427,156,46,15.64,1,,,84
1788,138,44,12.46,1,,,67
982,156,46,8.9,1,,,42
1852,138,44,21.6,1,,,138
1550,138,44,14.34,1,,,73
3089,156,46,22.81,1,,,256
3089,156,46,23.92,1,,,256
1788,138,44,12.51,1,,,67
1788,138,44,12.1,1,,,67
1427,156,46,15.76,1,,,84
1852,138,44,23.44,1,,,138
3211,156,46,23.13,1,,,267
1110,156,46,12.94,1,,,58
1788,138,44,12.92,1,,,67
1788,138,44,12.19,1,,,67
