NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
301,108,32,3.94,1,,,11
311,108,32,4.07,1,,,13
311,108,32,3.82,1,,,13
314,108,32,4.45,1,,,13
311,108,32,3.72,1,,,13
314,108,32,4.31,1,,,13
381,108,32,4.58,1,,,17
301,108,32,3.93,1,,,11
355,108,32,5.15,1,,,15
301,108,32,3.9,1,,,11
311,108,32,4.12,1,,,13
446,108,32,6.09,1,,,20
355,108,32,5.26,1,,,15
335,108,32,4.87,1,,,14
446,108,32,5.95,1,,,20
311,108,32,3.89,1,,,13
257,108,32,3.83,1,,,8
381,108,32,4.69,1,,,17
544,108,32,5.81,1,,,23
381,108,32,4.64,1,,,17
314,108,32,4.9,1,,,13
311,108,32,4.04,1,,,13
314,108,32,4.46,1,,,13
544,108,32,5.68,1,,,23
381,108,32,4.85,1,,,17
544,108,32,5.76,1,,,23
446,108,32,5.87,1,,,20
469,92,30,4.92,1,,,22
311,108,32,3.83,1,,,13
544,108,32,5.68,1,,,23
