NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2616,152,48,39.06,1,,,207
2248,152,48,30.14,1,,,131
2616,152,48,38.94,1,,,207
2616,152,48,38.71,1,,,207
9478,168,50,53.77,1,,,301
2616,152,48,38.95,1,,,207
9478,168,50,52.28,1,,,301
1786,152,48,21.7,1,,,104
9478,168,50,52.34,1,,,301
2616,152,48,38.43,1,,,207
2616,152,48,39.43,1,,,207
2063,152,48,19.28,1,,,93
2616,152,48,39.83,1,,,207
9478,168,50,51.84,1,,,301
2616,152,48,38.16,1,,,207
2616,152,48,42.35,1,,,207
2252,152,48,23.08,1,,,117
6089,152,48,62.68,1,,,693
2616,152,48,38.27,1,,,207
1786,152,48,20.75,1,,,104
6089,152,48,62.07,1,,,693
6089,152,48,62.06,1,,,693
9478,168,50,53.39,1,,,301
2616,152,48,38.2,1,,,207
1786,152,48,20.94,1,,,104
2248,152,48,28.99,1,,,131
2616,152,48,39.13,1,,,207
2616,152,48,38.92,1,,,207
4987,152,48,47.32,1,,,517
9478,168,50,55.24,1,,,301
