NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
392,79,24,4.38,1,,,24
267,95,26,3.81,1,,,19
303,95,26,4.91,1,,,24
455,79,24,5.48,1,,,26
351,95,26,3.68,1,,,19
351,95,26,3.74,1,,,19
351,95,26,3.8,1,,,19
267,95,26,5.11,1,,,21
244,95,26,4.85,1,,,18
351,95,26,3.7,1,,,19
455,79,24,5.45,1,,,26
303,95,26,4.89,1,,,24
303,95,26,4.87,1,,,24
455,79,24,5.57,1,,,26
455,79,24,5.49,1,,,26
455,79,24,5.45,1,,,26
391,95,26,4.04,1,,,22
267,95,26,3.91,1,,,19
244,95,26,4.75,1,,,18
313,95,26,4.23,1,,,19
303,95,26,4.94,1,,,24
392,79,24,4.51,1,,,24
303,95,26,4.86,1,,,24
241,95,26,3.68,1,,,13
455,79,24,5.5,1,,,26
303,95,26,4.9,1,,,24
392,79,24,4.44,1,,,24
455,79,24,5.5,1,,,26
455,79,24,5.55,1,,,26
351,95,26,3.61,1,,,19
