NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1539,142,44,17.1,1,,,65
2002,142,44,18.44,1,,,122
1591,142,44,15.75,1,,,66
5759,142,44,41.01,1,,,318
1539,142,44,17.19,1,,,65
2887,142,44,32.47,1,,,193
5759,142,44,39.04,1,,,318
1721,142,44,13.36,1,,,47
1721,142,44,13.73,1,,,47
1721,142,44,13.57,1,,,47
5759,142,44,39.81,1,,,318
1721,142,44,13.39,1,,,47
2117,142,44,18.56,1,,,110
2887,142,44,32.51,1,,,193
2567,142,44,19.67,1,,,151
2291,142,44,20.52,1,,,117
1829,142,44,16.54,1,,,84
2117,142,44,18.34,1,,,110
1591,142,44,14.73,1,,,66
2887,142,44,32.22,1,,,193
1591,142,44,14.94,1,,,66
3593,142,44,33.2,1,,,245
5759,142,44,39.23,1,,,318
2407,142,44,20.62,1,,,143
1721,142,44,14.07,1,,,47
5759,142,44,39.15,1,,,318
2887,142,44,31.13,1,,,193
1783,158,46,16.29,1,,,82
1721,142,44,14.22,1,,,47
2291,142,44,22.44,1,,,117
