NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1853,111,36,10.96,1,,,58
1569,127,38,14.62,1,,,82
1454,111,36,11.67,1,,,87
1511,127,38,10.41,1,,,72
1416,127,38,9.94,1,,,92
1511,127,38,10.38,1,,,72
1569,127,38,16.09,1,,,82
1511,127,38,10.49,1,,,72
1818,127,38,11.85,1,,,95
1569,127,38,14.9,1,,,82
1791,127,38,12.71,1,,,92
1818,127,38,12.64,1,,,95
1167,127,38,8.08,1,,,58
1569,127,38,15.93,1,,,82
4649,127,38,27.47,1,,,241
1853,111,36,11.32,1,,,58
825,111,36,7.22,1,,,40
1853,111,36,11.36,1,,,58
1569,127,38,15.47,1,,,82
1853,111,36,10.82,1,,,58
1853,111,36,10.87,1,,,58
1569,127,38,14.6,1,,,82
1428,127,38,13.96,1,,,86
1569,127,38,15.03,1,,,82
5197,127,38,27.57,1,,,278
1428,127,38,13.86,1,,,86
1428,127,38,14.19,1,,,86
1175,111,36,9.48,1,,,63
1791,127,38,12.95,1,,,92
1428,127,38,13.9,1,,,86
