NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
665,112,34,7.39,1,,,37
597,96,32,6.55,1,,,29
575,112,34,8.37,1,,,38
703,96,32,6.35,1,,,38
575,112,34,8.5,1,,,38
575,112,34,8.47,1,,,38
618,112,34,8.04,1,,,33
739,112,34,6.63,1,,,29
596,112,34,5.91,1,,,34
696,96,32,5.99,1,,,39
575,112,34,8.35,1,,,38
665,112,34,7.43,1,,,37
703,96,32,6.35,1,,,38
618,112,34,7.81,1,,,33
614,112,34,6.03,1,,,34
614,112,34,6.09,1,,,34
575,112,34,8.24,1,,,38
618,112,34,7.81,1,,,33
575,112,34,8.38,1,,,38
739,112,34,6.55,1,,,29
434,112,34,7.25,1,,,27
618,112,34,7.65,1,,,33
397,112,34,6.95,1,,,25
703,96,32,6.29,1,,,38
739,112,34,6.69,1,,,29
671,112,34,7.15,1,,,37
575,112,34,8.51,1,,,38
371,112,34,5.66,1,,,20
739,112,34,6.75,1,,,29
575,112,34,8.46,1,,,38
