NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
381,108,32,4.72,1,,,17
446,108,32,6.02,1,,,20
381,108,32,4.59,1,,,17
311,108,32,4.05,1,,,13
381,108,32,4.78,1,,,17
446,108,32,5.81,1,,,20
446,108,32,5.82,1,,,20
314,108,32,4.53,1,,,13
544,108,32,5.78,1,,,23
446,108,32,5.74,1,,,20
253,108,32,3.8,1,,,8
314,108,32,4.25,1,,,13
544,108,32,5.57,1,,,23
314,108,32,4.48,1,,,13
314,108,32,4.35,1,,,13
446,108,32,5.86,1,,,20
381,108,32,4.68,1,,,17
314,108,32,4.38,1,,,13
544,108,32,5.62,1,,,23
478,92,30,4.8,1,,,23
499,92,30,5.06,1,,,22
355,108,32,5.29,1,,,15
446,108,32,5.85,1,,,20
355,108,32,5.27,1,,,15
314,108,32,4.24,1,,,13
446,108,32,5.84,1,,,20
301,108,32,3.93,1,,,11
478,92,30,4.85,1,,,23
381,108,32,4.66,1,,,17
446,108,32,5.97,1,,,20
