NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
497,87,28,5.11,1,,,26
373,103,30,5.79,1,,,28
384,103,30,4.66,1,,,21
574,87,28,5.88,1,,,27
328,103,30,4.33,1,,,22
373,103,30,5.94,1,,,28
828,87,28,8.36,1,,,53
328,103,30,4.29,1,,,22
337,103,30,4.34,1,,,19
328,103,30,4.22,1,,,22
384,103,30,4.76,1,,,21
328,103,30,4.4,1,,,22
828,87,28,8.31,1,,,53
373,103,30,5.95,1,,,28
403,103,30,5.06,1,,,30
324,103,30,4.01,1,,,20
574,87,28,5.88,1,,,27
328,103,30,4.37,1,,,22
315,103,30,5.28,1,,,22
328,103,30,4.18,1,,,22
574,87,28,5.92,1,,,27
328,103,30,4.27,1,,,22
373,103,30,5.83,1,,,28
328,103,30,4.24,1,,,22
442,103,30,4.09,1,,,21
373,103,30,5.86,1,,,28
497,87,28,5.21,1,,,26
315,103,30,5.37,1,,,22
574,87,28,6.01,1,,,27
828,87,28,8.39,1,,,53
