NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
314,108,32,4.88,1,,,13
312,108,32,4.09,1,,,12
544,108,32,5.69,1,,,23
446,108,32,5.92,1,,,20
446,108,32,6.11,1,,,20
446,108,32,5.86,1,,,20
544,108,32,5.72,1,,,23
446,108,32,5.86,1,,,20
446,108,32,5.78,1,,,20
446,108,32,5.86,1,,,20
446,108,32,5.82,1,,,20
446,108,32,5.72,1,,,20
355,108,32,5.34,1,,,15
446,108,32,5.82,1,,,20
446,108,32,6.03,1,,,20
446,108,32,5.96,1,,,20
314,108,32,4.45,1,,,13
446,108,32,5.81,1,,,20
499,92,30,4.93,1,,,22
454,92,30,4.85,1,,,22
311,108,32,3.71,1,,,13
446,108,32,5.87,1,,,20
446,108,32,5.91,1,,,20
544,108,32,5.67,1,,,23
381,108,32,4.56,1,,,17
544,108,32,5.66,1,,,23
499,92,30,5.03,1,,,22
544,108,32,5.53,1,,,23
446,108,32,6.04,1,,,20
381,108,32,4.56,1,,,17
