NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
269,96,28,3.89,1,,,16
326,96,28,4.12,1,,,21
269,96,28,3.93,1,,,16
269,96,28,4.1,1,,,16
363,96,28,3.93,1,,,20
363,96,28,3.9,1,,,20
714,96,28,7.79,1,,,49
260,96,28,5.1,1,,,15
315,96,28,5.06,1,,,19
404,80,26,4.52,1,,,25
315,96,28,5.2,1,,,19
257,96,28,3.88,1,,,17
315,96,28,5.19,1,,,19
404,80,26,4.6,1,,,25
315,96,28,5.06,1,,,19
361,96,28,4.48,1,,,21
714,96,28,8.25,1,,,49
714,96,28,8.0,1,,,49
404,80,26,4.7,1,,,25
282,96,28,4.53,1,,,18
361,96,28,4.37,1,,,21
404,80,26,4.59,1,,,25
714,96,28,7.85,1,,,49
714,96,28,7.91,1,,,49
260,96,28,4.97,1,,,15
315,96,28,5.17,1,,,19
315,96,28,5.14,1,,,19
714,96,28,7.99,1,,,49
714,96,28,8.13,1,,,49
260,96,28,5.03,1,,,15
