NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
739,100,30,8.25,1,,,49
342,100,30,5.69,1,,,20
277,100,30,5.56,1,,,16
739,100,30,8.35,1,,,49
277,100,30,5.31,1,,,16
342,100,30,5.61,1,,,20
366,100,30,4.52,1,,,21
342,100,30,5.68,1,,,20
392,100,30,4.72,1,,,22
739,100,30,8.19,1,,,49
361,100,30,4.6,1,,,21
304,100,30,4.22,1,,,18
304,100,30,4.07,1,,,18
456,84,28,5.07,1,,,26
392,100,30,4.89,1,,,22
456,84,28,4.86,1,,,26
321,100,30,4.47,1,,,19
342,100,30,5.75,1,,,20
363,100,30,4.56,1,,,24
392,100,30,4.86,1,,,22
427,84,28,4.55,1,,,23
739,100,30,8.12,1,,,49
342,100,30,5.72,1,,,20
342,100,30,5.63,1,,,20
739,100,30,8.35,1,,,49
304,100,30,4.11,1,,,18
392,100,30,4.73,1,,,22
342,100,30,5.76,1,,,20
342,100,30,5.92,1,,,20
456,84,28,4.82,1,,,26
