NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
605,111,32,5.64,1,,,29
638,111,32,8.45,1,,,43
638,111,32,8.41,1,,,43
742,111,32,7.68,1,,,42
691,111,32,8.48,1,,,38
624,95,30,6.68,1,,,28
599,111,32,5.28,1,,,32
691,111,32,8.39,1,,,38
638,111,32,8.52,1,,,43
553,111,32,9.19,1,,,43
626,111,32,6.18,1,,,29
553,111,32,9.02,1,,,43
691,111,32,8.16,1,,,38
626,111,32,6.13,1,,,29
624,95,30,6.62,1,,,28
691,111,32,8.33,1,,,38
748,111,32,7.79,1,,,42
553,111,32,9.34,1,,,43
497,95,30,6.97,1,,,24
742,111,32,7.68,1,,,42
638,111,32,8.59,1,,,43
638,111,32,8.76,1,,,43
553,111,32,9.4,1,,,43
626,111,32,6.24,1,,,29
554,111,32,7.63,1,,,33
569,111,32,7.53,1,,,49
626,111,32,6.21,1,,,29
742,111,32,7.74,1,,,42
689,95,30,6.17,1,,,37
626,111,32,6.31,1,,,29
